RS,BA,OBP,SLG,Year,Team,League,RA,OOBP,OSLG,W,G,Playoffs,RankSeason,RankPlayoffs
714,0.261,0.321,0.385,1988,CAL,AL,771,,,75,162,0,,
660,0.261,0.31,0.383,1988,CHC,NL,694,,,77,163,0,,
631,0.244,0.303,0.37,1988,CHW,AL,757,,,71,161,0,,
641,0.246,0.309,0.368,1988,CIN,NL,596,,,87,161,0,,
666,0.261,0.314,0.387,1988,CLE,AL,731,,,78,162,0,,
703,0.25,0.324,0.378,1988,DET,AL,658,,,88,162,0,,
617,0.244,0.306,0.351,1988,HOU,NL,631,,,82,162,0,,
704,0.259,0.321,0.391,1988,KCR,AL,648,,,84,161,0,,
628,0.248,0.305,0.352,1988,LAD,NL,544,,,94,162,1,3.0,1.0
682,0.257,0.314,0.375,1988,MIL,AL,616,,,87,162,0,,
759,0.274,0.34,0.421,1988,MIN,AL,672,,,91,162,0,,
628,0.251,0.309,0.373,1988,MON,NL,592,,,81,163,0,,
703,0.256,0.325,0.396,1988,NYM,NL,532,,,100,160,1,2.0,3.0
772,0.263,0.333,0.395,1988,NYY,AL,748,,,85,161,0,,
800,0.263,0.336,0.399,1988,OAK,AL,620,,,104,162,1,1.0,2.0
597,0.239,0.306,0.355,1988,PHI,NL,734,,,65,162,0,,
651,0.247,0.317,0.369,1988,PIT,NL,616,,,85,160,0,,
594,0.247,0.31,0.351,1988,SDP,NL,583,,,83,161,0,,
664,0.257,0.317,0.398,1988,SEA,AL,744,,,68,161,0,,
670,0.248,0.318,0.368,1988,SFG,NL,626,,,83,162,0,,
578,0.249,0.309,0.337,1988,STL,NL,633,,,76,162,0,,
637,0.252,0.32,0.368,1988,TEX,AL,735,,,70,161,0,,
763,0.268,0.332,0.419,1988,TOR,AL,680,,,87,162,0,,
747,0.258,0.339,0.403,1987,ATL,NL,829,,,69,161,0,,
729,0.258,0.322,0.418,1987,BAL,AL,880,,,67,162,0,,
842,0.278,0.352,0.43,1987,BOS,AL,825,,,78,162,0,,
770,0.252,0.326,0.401,1987,CAL,AL,803,,,75,162,0,,
720,0.264,0.326,0.432,1987,CHC,NL,801,,,76,161,0,,
748,0.258,0.319,0.415,1987,CHW,AL,746,,,77,162,0,,
783,0.266,0.33,0.427,1987,CIN,NL,752,,,84,162,0,,
742,0.263,0.324,0.422,1987,CLE,AL,957,,,61,162,0,,
896,0.272,0.349,0.451,1987,DET,AL,735,,,98,162,1,1.0,3.0
648,0.253,0.318,0.373,1987,HOU,NL,678,,,76,162,0,,
715,0.262,0.328,0.412,1987,KCR,AL,691,,,83,162,0,,
635,0.252,0.309,0.371,1987,LAD,NL,675,,,73,162,0,,
862,0.276,0.346,0.428,1987,MIL,AL,817,,,91,162,0,,
786,0.261,0.328,0.43,1987,MIN,AL,806,,,85,162,1,4.0,1.0
741,0.265,0.328,0.401,1987,MON,NL,720,,,91,162,0,,
823,0.268,0.339,0.434,1987,NYM,NL,698,,,92,162,0,,
788,0.262,0.336,0.418,1987,NYY,AL,758,,,89,162,0,,
806,0.26,0.333,0.428,1987,OAK,AL,789,,,81,162,0,,
702,0.254,0.327,0.41,1987,PHI,NL,749,,,80,162,0,,
723,0.264,0.33,0.403,1987,PIT,NL,744,,,80,162,0,,
668,0.26,0.332,0.378,1987,SDP,NL,763,,,65,162,0,,
760,0.272,0.335,0.428,1987,SEA,AL,801,,,78,162,0,,
783,0.26,0.324,0.43,1987,SFG,NL,669,,,90,162,1,3.0,3.0
798,0.263,0.34,0.378,1987,STL,NL,693,,,95,162,1,2.0,2.0
823,0.266,0.333,0.43,1987,TEX,AL,849,,,75,162,0,,
845,0.269,0.336,0.446,1987,TOR,AL,655,,,96,162,0,,
615,0.25,0.319,0.381,1986,ATL,NL,719,,,72,161,0,,
708,0.258,0.327,0.395,1986,BAL,AL,760,,,73,162,0,,
794,0.271,0.346,0.415,1986,BOS,AL,696,,,95,161,1,3.0,2.0
786,0.255,0.338,0.404,1986,CAL,AL,684,,,92,162,1,4.0,3.0
680,0.256,0.318,0.398,1986,CHC,NL,781,,,70,160,0,,
644,0.247,0.31,0.363,1986,CHW,AL,699,,,72,162,0,,
732,0.254,0.325,0.387,1986,CIN,NL,717,,,86,162,0,,
831,0.284,0.337,0.43,1986,CLE,AL,841,,,84,163,0,,
798,0.263,0.338,0.424,1986,DET,AL,714,,,87,162,0,,
654,0.255,0.322,0.381,1986,HOU,NL,569,,,96,162,1,2.0,3.0
654,0.252,0.313,0.39,1986,KCR,AL,673,,,76,162,0,,
638,0.251,0.313,0.37,1986,LAD,NL,679,,,73,162,0,,
667,0.255,0.321,0.385,1986,MIL,AL,734,,,77,161,0,,
741,0.261,0.325,0.428,1986,MIN,AL,839,,,71,162,0,,
637,0.254,0.322,0.379,1986,MON,NL,688,,,78,161,0,,
783,0.263,0.339,0.401,1986,NYM,NL,578,,,108,162,1,1.0,1.0
797,0.271,0.347,0.43,1986,NYY,AL,738,,,90,162,0,,
731,0.252,0.322,0.39,1986,OAK,AL,760,,,76,162,0,,
739,0.253,0.327,0.4,1986,PHI,NL,713,,,86,161,0,,
663,0.25,0.321,0.374,1986,PIT,NL,700,,,64,162,0,,
656,0.261,0.321,0.388,1986,SDP,NL,723,,,74,162,0,,
718,0.253,0.326,0.399,1986,SEA,AL,835,,,67,162,0,,
698,0.253,0.322,0.375,1986,SFG,NL,618,,,83,162,0,,
601,0.236,0.309,0.327,1986,STL,NL,611,,,79,161,0,,
771,0.267,0.331,0.428,1986,TEX,AL,743,,,87,162,0,,
809,0.269,0.329,0.427,1986,TOR,AL,733,,,86,163,0,,
632,0.246,0.315,0.363,1985,ATL,NL,781,,,66,162,0,,
818,0.263,0.336,0.43,1985,BAL,AL,764,,,83,161,0,,
800,0.282,0.347,0.429,1985,BOS,AL,720,,,81,163,0,,
732,0.251,0.333,0.386,1985,CAL,AL,703,,,90,162,0,,
686,0.254,0.324,0.39,1985,CHC,NL,729,,,77,162,0,,
736,0.253,0.315,0.392,1985,CHW,AL,720,,,85,163,0,,
677,0.255,0.327,0.376,1985,CIN,NL,666,,,89,162,0,,
729,0.265,0.324,0.385,1985,CLE,AL,861,,,60,162,0,,
729,0.253,0.318,0.424,1985,DET,AL,688,,,84,161,0,,
706,0.261,0.319,0.388,1985,HOU,NL,691,,,83,162,0,,
687,0.252,0.313,0.401,1985,KCR,AL,639,,,91,162,1,4.0,1.0
682,0.261,0.328,0.382,1985,LAD,NL,579,,,95,162,1,3.0,3.0
690,0.263,0.319,0.379,1985,MIL,AL,802,,,71,161,0,,
705,0.264,0.326,0.407,1985,MIN,AL,782,,,77,162,0,,
633,0.247,0.31,0.375,1985,MON,NL,636,,,84,161,0,,
695,0.257,0.323,0.385,1985,NYM,NL,568,,,98,162,0,,
839,0.267,0.344,0.425,1985,NYY,AL,660,,,97,161,0,,
757,0.264,0.325,0.401,1985,OAK,AL,787,,,77,162,0,,
667,0.245,0.312,0.383,1985,PHI,NL,673,,,75,162,0,,
568,0.247,0.311,0.347,1985,PIT,NL,708,,,57,161,0,,
650,0.255,0.32,0.368,1985,SDP,NL,622,,,83,162,0,,
719,0.255,0.326,0.412,1985,SEA,AL,818,,,74,162,0,,
556,0.233,0.299,0.348,1985,SFG,NL,674,,,62,162,0,,
747,0.264,0.335,0.379,1985,STL,NL,572,,,101,162,1,1.0,2.0
617,0.253,0.322,0.381,1985,TEX,AL,785,,,62,161,0,,
759,0.269,0.331,0.425,1985,TOR,AL,588,,,99,161,1,2.0,3.0
632,0.247,0.317,0.361,1984,ATL,NL,655,,,80,162,0,,
681,0.252,0.328,0.391,1984,BAL,AL,667,,,85,162,0,,
810,0.283,0.341,0.441,1984,BOS,AL,764,,,86,162,0,,
696,0.249,0.319,0.381,1984,CAL,AL,697,,,81,162,0,,
762,0.26,0.331,0.397,1984,CHC,NL,658,,,96,161,1,2.0,3.0
679,0.247,0.314,0.395,1984,CHW,AL,736,,,74,162,0,,
627,0.244,0.313,0.356,1984,CIN,NL,747,,,70,162,0,,
761,0.265,0.335,0.384,1984,CLE,AL,766,,,75,163,0,,
829,0.271,0.342,0.432,1984,DET,AL,643,,,104,162,1,1.0,1.0
693,0.264,0.323,0.371,1984,HOU,NL,630,,,80,162,0,,
673,0.268,0.317,0.399,1984,KCR,AL,686,,,84,162,1,4.0,3.0
580,0.244,0.306,0.348,1984,LAD,NL,600,,,79,162,0,,
641,0.262,0.317,0.37,1984,MIL,AL,734,,,67,161,0,,
673,0.265,0.318,0.385,1984,MIN,AL,675,,,81,162,0,,
593,0.251,0.312,0.362,1984,MON,NL,585,,,78,161,0,,
652,0.257,0.32,0.369,1984,NYM,NL,676,,,90,162,0,,
758,0.276,0.339,0.404,1984,NYY,AL,679,,,87,162,0,,
738,0.259,0.327,0.404,1984,OAK,AL,796,,,77,162,0,,
720,0.266,0.333,0.407,1984,PHI,NL,690,,,81,162,0,,
615,0.255,0.31,0.363,1984,PIT,NL,567,,,75,162,0,,
686,0.259,0.317,0.371,1984,SDP,NL,634,,,92,162,1,3.0,2.0
682,0.258,0.324,0.384,1984,SEA,AL,774,,,74,162,0,,
682,0.265,0.328,0.375,1984,SFG,NL,807,,,66,162,0,,
652,0.252,0.317,0.351,1984,STL,NL,645,,,84,162,0,,
656,0.261,0.313,0.377,1984,TEX,AL,714,,,69,161,0,,
750,0.273,0.331,0.421,1984,TOR,AL,696,,,89,163,0,,
746,0.272,0.341,0.4,1983,ATL,NL,640,,,88,162,0,,
799,0.269,0.34,0.421,1983,BAL,AL,652,,,98,162,1,2.0,1.0
724,0.27,0.335,0.409,1983,BOS,AL,775,,,78,162,0,,
722,0.26,0.322,0.393,1983,CAL,AL,779,,,70,162,0,,
701,0.261,0.319,0.401,1983,CHC,NL,719,,,71,162,0,,
800,0.262,0.329,0.413,1983,CHW,AL,650,,,99,162,1,1.0,3.0
623,0.239,0.314,0.356,1983,CIN,NL,710,,,74,162,0,,
704,0.265,0.338,0.369,1983,CLE,AL,785,,,70,162,0,,
789,0.274,0.335,0.427,1983,DET,AL,679,,,92,162,0,,
643,0.257,0.32,0.375,1983,HOU,NL,646,,,85,162,0,,
696,0.271,0.32,0.397,1983,KCR,AL,767,,,79,163,0,,
654,0.25,0.318,0.379,1983,LAD,NL,609,,,91,163,1,3.0,3.0
764,0.277,0.333,0.418,1983,MIL,AL,708,,,87,162,0,,
709,0.261,0.319,0.401,1983,MIN,AL,822,,,70,162,0,,
677,0.264,0.326,0.386,1983,MON,NL,646,,,82,163,0,,
575,0.241,0.3,0.344,1983,NYM,NL,680,,,68,162,0,,
770,0.273,0.337,0.416,1983,NYY,AL,703,,,91,162,0,,
708,0.262,0.326,0.381,1983,OAK,AL,782,,,74,162,0,,
696,0.249,0.329,0.373,1983,PHI,NL,635,,,90,163,1,4.0,2.0
659,0.264,0.325,0.383,1983,PIT,NL,648,,,84,162,0,,
653,0.25,0.311,0.351,1983,SDP,NL,653,,,81,163,0,,
558,0.24,0.301,0.36,1983,SEA,AL,740,,,60,162,0,,
687,0.247,0.325,0.375,1983,SFG,NL,697,,,79,162,0,,
679,0.27,0.335,0.384,1983,STL,NL,710,,,79,162,0,,
639,0.255,0.31,0.366,1983,TEX,AL,609,,,77,163,0,,
795,0.277,0.338,0.436,1983,TOR,AL,726,,,89,162,0,,
739,0.256,0.325,0.383,1982,ATL,NL,702,,,89,162,1,4.0,3.0
774,0.266,0.341,0.419,1982,BAL,AL,687,,,94,163,0,,
753,0.274,0.34,0.407,1982,BOS,AL,713,,,89,162,0,,
814,0.274,0.347,0.433,1982,CAL,AL,670,,,93,162,1,2.0,3.0
676,0.26,0.317,0.375,1982,CHC,NL,709,,,73,162,0,,
786,0.273,0.337,0.413,1982,CHW,AL,710,,,87,162,0,,
545,0.251,0.31,0.35,1982,CIN,NL,661,,,61,162,0,,
683,0.262,0.341,0.373,1982,CLE,AL,748,,,78,162,0,,
729,0.266,0.324,0.418,1982,DET,AL,685,,,83,162,0,,
569,0.247,0.302,0.349,1982,HOU,NL,620,,,77,162,0,,
784,0.285,0.337,0.428,1982,KCR,AL,717,,,90,162,0,,
691,0.264,0.327,0.388,1982,LAD,NL,612,,,88,162,0,,
891,0.279,0.335,0.455,1982,MIL,AL,717,,,95,163,1,1.0,2.0
657,0.257,0.316,0.396,1982,MIN,AL,819,,,60,162,0,,
697,0.262,0.325,0.396,1982,MON,NL,616,,,86,162,0,,
609,0.247,0.305,0.35,1982,NYM,NL,723,,,65,162,0,,
709,0.256,0.328,0.398,1982,NYY,AL,716,,,79,162,0,,
691,0.236,0.309,0.367,1982,OAK,AL,819,,,68,162,0,,
664,0.26,0.323,0.376,1982,PHI,NL,654,,,89,162,0,,
724,0.273,0.327,0.408,1982,PIT,NL,696,,,84,162,0,,
675,0.257,0.311,0.359,1982,SDP,NL,658,,,81,162,0,,
651,0.254,0.311,0.381,1982,SEA,AL,712,,,76,162,0,,
673,0.253,0.327,0.376,1982,SFG,NL,687,,,87,162,0,,
685,0.264,0.334,0.364,1982,STL,NL,609,,,92,162,1,3.0,1.0
590,0.249,0.308,0.359,1982,TEX,AL,749,,,64,162,0,,
651,0.262,0.314,0.383,1982,TOR,AL,701,,,78,162,0,,
630,0.25,0.307,0.38,1980,ATL,NL,660,,,81,161,0,,
805,0.273,0.342,0.413,1980,BAL,AL,640,,,100,162,0,,
757,0.283,0.34,0.436,1980,BOS,AL,767,,,83,160,0,,
698,0.265,0.332,0.378,1980,CAL,AL,797,,,65,160,0,,
614,0.251,0.309,0.365,1980,CHC,NL,728,,,64,162,0,,
587,0.259,0.311,0.37,1980,CHW,AL,722,,,70,162,0,,
707,0.262,0.327,0.386,1980,CIN,NL,670,,,89,163,0,,
738,0.277,0.35,0.381,1980,CLE,AL,807,,,79,160,0,,
830,0.273,0.348,0.409,1980,DET,AL,757,,,84,163,0,,
637,0.261,0.326,0.367,1980,HOU,NL,589,,,93,163,1,3.0,3.0
809,0.286,0.345,0.413,1980,KCR,AL,694,,,97,162,1,2.0,2.0
663,0.263,0.323,0.388,1980,LAD,NL,591,,,92,163,0,,
811,0.275,0.329,0.448,1980,MIL,AL,682,,,86,162,0,,
670,0.265,0.319,0.381,1980,MIN,AL,724,,,77,161,0,,
694,0.257,0.324,0.388,1980,MON,NL,629,,,90,162,0,,
611,0.257,0.319,0.345,1980,NYM,NL,702,,,67,162,0,,
820,0.267,0.343,0.425,1980,NYY,AL,662,,,103,162,1,1.0,3.0
686,0.259,0.322,0.385,1980,OAK,AL,642,,,83,162,0,,
728,0.27,0.327,0.4,1980,PHI,NL,639,,,91,162,1,4.0,1.0
666,0.266,0.322,0.388,1980,PIT,NL,646,,,83,162,0,,
591,0.255,0.324,0.342,1980,SDP,NL,654,,,73,163,0,,
610,0.248,0.308,0.356,1980,SEA,AL,793,,,59,163,0,,
573,0.244,0.308,0.342,1980,SFG,NL,634,,,75,161,0,,
738,0.275,0.328,0.4,1980,STL,NL,710,,,74,162,0,,
756,0.284,0.339,0.405,1980,TEX,AL,752,,,76,163,0,,
624,0.251,0.309,0.383,1980,TOR,AL,762,,,67,162,0,,
669,0.256,0.318,0.377,1979,ATL,NL,763,,,66,160,0,,
757,0.261,0.336,0.419,1979,BAL,AL,582,,,102,159,1,1.0,2.0
841,0.283,0.344,0.456,1979,BOS,AL,711,,,91,160,0,,
866,0.282,0.351,0.429,1979,CAL,AL,768,,,88,162,1,4.0,3.0
706,0.269,0.329,0.403,1979,CHC,NL,707,,,80,162,0,,
730,0.275,0.333,0.41,1979,CHW,AL,748,,,73,160,0,,
731,0.264,0.338,0.396,1979,CIN,NL,644,,,90,161,1,3.0,3.0
760,0.258,0.34,0.384,1979,CLE,AL,805,,,81,161,0,,
770,0.269,0.339,0.415,1979,DET,AL,738,,,84,161,0,,
583,0.256,0.315,0.344,1979,HOU,NL,582,,,89,162,0,,
851,0.282,0.343,0.422,1979,KCR,AL,816,,,85,162,0,,
739,0.263,0.331,0.412,1979,LAD,NL,717,,,79,162,0,,
807,0.28,0.345,0.448,1979,MIL,AL,722,,,95,161,0,,
764,0.278,0.341,0.402,1979,MIN,AL,725,,,82,162,0,,
701,0.264,0.319,0.408,1979,MON,NL,581,,,95,160,0,,
593,0.25,0.313,0.35,1979,NYM,NL,706,,,63,163,0,,
734,0.266,0.328,0.406,1979,NYY,AL,672,,,89,160,0,,
573,0.239,0.302,0.346,1979,OAK,AL,860,,,54,162,0,,
683,0.266,0.34,0.396,1979,PHI,NL,718,,,84,163,0,,
775,0.272,0.33,0.416,1979,PIT,NL,643,,,98,163,1,2.0,1.0
603,0.242,0.311,0.348,1979,SDP,NL,681,,,68,161,0,,
711,0.269,0.331,0.404,1979,SEA,AL,820,,,67,162,0,,
672,0.246,0.319,0.365,1979,SFG,NL,751,,,71,162,0,,
731,0.278,0.331,0.401,1979,STL,NL,693,,,86,163,0,,
750,0.278,0.334,0.409,1979,TEX,AL,698,,,83,162,0,,
613,0.251,0.311,0.363,1979,TOR,AL,862,,,53,162,0,,
600,0.244,0.315,0.363,1978,ATL,NL,750,,,69,162,0,,
659,0.258,0.326,0.396,1978,BAL,AL,633,,,90,161,0,,
796,0.267,0.336,0.424,1978,BOS,AL,657,,,99,163,0,,
691,0.259,0.33,0.37,1978,CAL,AL,666,,,87,162,0,,
664,0.264,0.331,0.361,1978,CHC,NL,724,,,79,162,0,,
634,0.264,0.317,0.379,1978,CHW,AL,731,,,71,161,0,,
710,0.256,0.334,0.393,1978,CIN,NL,688,,,92,161,0,,
639,0.261,0.323,0.379,1978,CLE,AL,694,,,69,159,0,,
714,0.271,0.339,0.392,1978,DET,AL,653,,,86,162,0,,
605,0.258,0.313,0.355,1978,HOU,NL,634,,,74,162,0,,
743,0.268,0.329,0.399,1978,KCR,AL,634,,,92,162,1,3.0,3.0
727,0.264,0.338,0.402,1978,LAD,NL,573,,,95,162,1,2.0,2.0
804,0.276,0.339,0.432,1978,MIL,AL,650,,,93,162,0,,
666,0.267,0.339,0.375,1978,MIN,AL,678,,,73,162,0,,
633,0.254,0.306,0.379,1978,MON,NL,611,,,76,162,0,,
607,0.245,0.314,0.352,1978,NYM,NL,690,,,66,162,0,,
735,0.267,0.329,0.388,1978,NYY,AL,582,,,100,163,1,1.0,1.0
532,0.245,0.303,0.351,1978,OAK,AL,690,,,69,162,0,,
708,0.258,0.328,0.388,1978,PHI,NL,586,,,90,162,1,4.0,3.0
684,0.257,0.32,0.385,1978,PIT,NL,637,,,88,161,0,,
591,0.252,0.321,0.348,1978,SDP,NL,598,,,84,162,0,,
614,0.248,0.314,0.359,1978,SEA,AL,834,,,56,160,0,,
613,0.248,0.318,0.374,1978,SFG,NL,594,,,89,162,0,,
600,0.249,0.303,0.358,1978,STL,NL,657,,,69,162,0,,
692,0.253,0.332,0.381,1978,TEX,AL,632,,,87,162,0,,
590,0.25,0.308,0.359,1978,TOR,AL,775,,,59,161,0,,
678,0.254,0.32,0.376,1977,ATL,NL,895,,,61,162,0,,
719,0.261,0.329,0.393,1977,BAL,AL,653,,,97,161,0,,
859,0.281,0.345,0.465,1977,BOS,AL,712,,,97,161,0,,
675,0.255,0.324,0.386,1977,CAL,AL,695,,,74,162,0,,
692,0.266,0.33,0.387,1977,CHC,NL,739,,,81,162,0,,
844,0.278,0.344,0.444,1977,CHW,AL,771,,,90,162,0,,
802,0.274,0.345,0.436,1977,CIN,NL,725,,,88,162,0,,
676,0.269,0.334,0.38,1977,CLE,AL,739,,,71,161,0,,
714,0.264,0.318,0.41,1977,DET,AL,751,,,74,162,0,,
680,0.254,0.32,0.385,1977,HOU,NL,650,,,81,162,0,,
822,0.277,0.34,0.436,1977,KCR,AL,651,,,102,162,1,1.0,3.0
769,0.266,0.336,0.418,1977,LAD,NL,582,,,98,162,1,4.0,2.0
639,0.258,0.314,0.389,1977,MIL,AL,765,,,67,162,0,,
867,0.282,0.348,0.417,1977,MIN,AL,776,,,84,161,0,,
665,0.26,0.318,0.402,1977,MON,NL,736,,,75,162,0,,
587,0.244,0.313,0.346,1977,NYM,NL,663,,,64,162,0,,
831,0.281,0.344,0.444,1977,NYY,AL,651,,,100,162,1,3.0,1.0
605,0.24,0.308,0.352,1977,OAK,AL,749,,,63,161,0,,
847,0.279,0.346,0.448,1977,PHI,NL,668,,,101,162,1,2.0,3.0
734,0.274,0.331,0.413,1977,PIT,NL,665,,,96,162,0,,
692,0.249,0.324,0.375,1977,SDP,NL,834,,,69,162,0,,
624,0.256,0.312,0.381,1977,SEA,AL,855,,,64,162,0,,
673,0.253,0.323,0.383,1977,SFG,NL,711,,,75,162,0,,
737,0.27,0.33,0.388,1977,STL,NL,688,,,83,162,0,,
767,0.27,0.342,0.405,1977,TEX,AL,657,,,94,162,0,,
605,0.252,0.316,0.365,1977,TOR,AL,822,,,54,161,0,,
620,0.245,0.32,0.334,1976,ATL,NL,700,,,70,162,0,,
619,0.243,0.31,0.358,1976,BAL,AL,598,,,88,162,0,,
716,0.263,0.324,0.402,1976,BOS,AL,660,,,83,162,0,,
550,0.235,0.306,0.318,1976,CAL,AL,631,,,76,162,0,,
611,0.251,0.313,0.356,1976,CHC,NL,728,,,75,162,0,,
586,0.255,0.314,0.349,1976,CHW,AL,745,,,64,161,0,,
857,0.28,0.357,0.424,1976,CIN,NL,633,,,102,162,1,1.0,1.0
615,0.263,0.321,0.359,1976,CLE,AL,615,,,81,159,0,,
609,0.257,0.315,0.365,1976,DET,AL,709,,,74,161,0,,
625,0.256,0.322,0.347,1976,HOU,NL,657,,,80,162,0,,
713,0.269,0.327,0.371,1976,KCR,AL,611,,,90,162,1,4.0,3.0
608,0.251,0.313,0.349,1976,LAD,NL,543,,,92,162,0,,
570,0.246,0.311,0.34,1976,MIL,AL,655,,,66,161,0,,
743,0.274,0.341,0.375,1976,MIN,AL,704,,,85,162,0,,
531,0.235,0.291,0.34,1976,MON,NL,734,,,55,162,0,,
615,0.246,0.319,0.352,1976,NYM,NL,538,,,86,162,0,,
730,0.269,0.328,0.389,1976,NYY,AL,575,,,97,159,1,3.0,2.0
686,0.246,0.323,0.361,1976,OAK,AL,598,,,87,161,0,,
770,0.272,0.338,0.395,1976,PHI,NL,557,,,101,162,1,2.0,3.0
708,0.267,0.321,0.391,1976,PIT,NL,630,,,92,162,0,,
570,0.247,0.31,0.337,1976,SDP,NL,662,,,73,162,0,,
595,0.246,0.312,0.345,1976,SFG,NL,686,,,74,162,0,,
629,0.26,0.323,0.359,1976,STL,NL,671,,,72,162,0,,
616,0.25,0.321,0.341,1976,TEX,AL,652,,,76,162,0,,
583,0.244,0.313,0.346,1975,ATL,NL,739,,,67,161,0,,
682,0.252,0.326,0.373,1975,BAL,AL,553,,,90,159,0,,
796,0.275,0.344,0.417,1975,BOS,AL,709,,,95,160,1,3.0,2.0
628,0.246,0.322,0.328,1975,CAL,AL,723,,,72,161,0,,
712,0.259,0.338,0.368,1975,CHC,NL,827,,,75,162,0,,
655,0.255,0.331,0.358,1975,CHW,AL,703,,,75,161,0,,
840,0.271,0.353,0.401,1975,CIN,NL,586,,,108,162,1,1.0,1.0
688,0.261,0.327,0.392,1975,CLE,AL,703,,,79,159,0,,
570,0.249,0.301,0.366,1975,DET,AL,786,,,57,159,0,,
664,0.254,0.32,0.359,1975,HOU,NL,711,,,64,162,0,,
710,0.261,0.333,0.394,1975,KCR,AL,649,,,91,162,0,,
648,0.248,0.325,0.365,1975,LAD,NL,534,,,88,162,0,,
675,0.25,0.32,0.389,1975,MIL,AL,792,,,68,162,0,,
724,0.271,0.341,0.386,1975,MIN,AL,736,,,76,159,0,,
601,0.244,0.317,0.348,1975,MON,NL,690,,,75,162,0,,
646,0.256,0.319,0.361,1975,NYM,NL,625,,,82,162,0,,
681,0.264,0.325,0.382,1975,NYY,AL,588,,,83,160,0,,
758,0.254,0.333,0.391,1975,OAK,AL,606,,,98,162,1,2.0,3.0
735,0.269,0.342,0.402,1975,PHI,NL,694,,,86,162,0,,
712,0.263,0.323,0.402,1975,PIT,NL,565,,,92,161,1,4.0,3.0
552,0.244,0.31,0.335,1975,SDP,NL,683,,,71,162,0,,
659,0.259,0.333,0.365,1975,SFG,NL,671,,,80,161,0,,
662,0.273,0.327,0.375,1975,STL,NL,689,,,82,163,0,,
714,0.256,0.33,0.371,1975,TEX,AL,733,,,79,162,0,,
661,0.249,0.319,0.363,1974,ATL,NL,563,,,88,163,0,,
659,0.256,0.322,0.37,1974,BAL,AL,612,,,91,162,1,2.0,3.0
696,0.264,0.333,0.377,1974,BOS,AL,661,,,84,162,0,,
618,0.254,0.321,0.356,1974,CAL,AL,657,,,68,163,0,,
669,0.251,0.327,0.365,1974,CHC,NL,826,,,66,162,0,,
684,0.268,0.33,0.389,1974,CHW,AL,721,,,80,163,0,,
776,0.26,0.343,0.394,1974,CIN,NL,631,,,98,163,0,,
662,0.255,0.311,0.37,1974,CLE,AL,694,,,77,162,0,,
620,0.247,0.303,0.366,1974,DET,AL,768,,,72,162,0,,
653,0.263,0.322,0.378,1974,HOU,NL,632,,,81,162,0,,
667,0.259,0.327,0.364,1974,KCR,AL,662,,,77,162,0,,
798,0.272,0.342,0.401,1974,LAD,NL,561,,,102,162,1,1.0,2.0
647,0.244,0.309,0.369,1974,MIL,AL,660,,,76,162,0,,
673,0.272,0.336,0.378,1974,MIN,AL,669,,,82,163,0,,
662,0.254,0.335,0.35,1974,MON,NL,657,,,79,161,0,,
572,0.235,0.311,0.329,1974,NYM,NL,646,,,71,162,0,,
671,0.263,0.324,0.368,1974,NYY,AL,623,,,89,162,0,,
689,0.247,0.321,0.373,1974,OAK,AL,551,,,90,162,1,3.0,1.0
676,0.261,0.32,0.373,1974,PHI,NL,701,,,80,162,0,,
751,0.274,0.335,0.391,1974,PIT,NL,657,,,88,162,1,4.0,3.0
541,0.229,0.302,0.33,1974,SDP,NL,830,,,60,162,0,,
634,0.252,0.322,0.358,1974,SFG,NL,723,,,72,162,0,,
677,0.265,0.331,0.365,1974,STL,NL,643,,,86,161,0,,
690,0.272,0.336,0.377,1974,TEX,AL,698,,,83,161,0,,
799,0.266,0.339,0.427,1973,ATL,NL,774,,,76,162,0,,
754,0.266,0.345,0.389,1973,BAL,AL,561,,,97,162,1,2.0,3.0
738,0.267,0.338,0.401,1973,BOS,AL,647,,,89,162,0,,
629,0.253,0.318,0.348,1973,CAL,AL,657,,,79,162,0,,
614,0.247,0.32,0.357,1973,CHC,NL,655,,,77,161,0,,
652,0.256,0.324,0.372,1973,CHW,AL,705,,,77,162,0,,
741,0.254,0.332,0.383,1973,CIN,NL,621,,,99,162,1,1.0,3.0
680,0.256,0.315,0.387,1973,CLE,AL,826,,,71,162,0,,
642,0.254,0.32,0.39,1973,DET,AL,674,,,85,162,0,,
681,0.251,0.312,0.376,1973,HOU,NL,672,,,82,162,0,,
755,0.261,0.339,0.381,1973,KCR,AL,752,,,88,162,0,,
675,0.263,0.323,0.371,1973,LAD,NL,565,,,95,162,0,,
708,0.253,0.325,0.388,1973,MIL,AL,731,,,74,162,0,,
738,0.27,0.342,0.393,1973,MIN,AL,692,,,81,162,0,,
668,0.251,0.34,0.364,1973,MON,NL,702,,,79,162,0,,
608,0.246,0.315,0.338,1973,NYM,NL,588,,,82,161,1,4.0,2.0
641,0.261,0.322,0.378,1973,NYY,AL,610,,,80,162,0,,
758,0.26,0.333,0.389,1973,OAK,AL,615,,,94,162,1,3.0,1.0
642,0.249,0.31,0.371,1973,PHI,NL,717,,,71,162,0,,
704,0.261,0.315,0.405,1973,PIT,NL,693,,,80,162,0,,
548,0.244,0.296,0.351,1973,SDP,NL,770,,,60,162,0,,
739,0.262,0.335,0.407,1973,SFG,NL,702,,,88,162,0,,
643,0.259,0.325,0.357,1973,STL,NL,603,,,81,162,0,,
